panel_row_id,conference,year,name,researcher_id,citation_count,citation_match_basis,match_confidence,panel_identity_status
liangtingchen|ICFP|2023,ICFP,2023,Liang-Ting Chen,liangtingchen,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
marcosviera|ICFP|2023,ICFP,2023,Marcos Viera,marcosviera,0.0,openalex_author_id,GREEN,automatic_openalex_id
michaeldadams|ICFP|2023,ICFP,2023,Michael D. Adams,michaeldadams,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
pauldownen|ICFP|2023,ICFP,2023,Paul Downen,pauldownen,0.0,openalex_author_id,GREEN,automatic_openalex_id
seanmoss|ICFP|2023,ICFP,2023,Sean Moss,seanmoss,0.0,openalex_author_id,YELLOW,automatic_openalex_id
soniamarin|ICFP|2023,ICFP,2023,Sonia Marin,soniamarin,0.0,openalex_author_id,YELLOW,automatic_openalex_id
stephendolan|ICFP|2023,ICFP,2023,Stephen Dolan,stephendolan,0.0,openalex_author_id,YELLOW,automatic_openalex_id
alejandrorusso|ICFP|2024,ICFP,2024,Alejandro Russo,alejandrorusso,0.0,openalex_author_id,YELLOW,automatic_openalex_id
brentyorgey|ICFP|2024,ICFP,2024,Brent Yorgey,brentyorgey,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
ekaterinakomendantskaya|ICFP|2024,ICFP,2024,Ekaterina Komendantskaya,ekaterinakomendantskaya,0.0,openalex_author_id,GREEN,automatic_openalex_id
evelyncontejean|ICFP|2024,ICFP,2024,Evelyne Contejean,evelyncontejean,0.0,openalex_author_id,YELLOW,automatic_openalex_id
francescogavazzo|ICFP|2024,ICFP,2024,Francesco Gavazzo,francescogavazzo,0.0,openalex_author_id,GREEN,automatic_openalex_id
jacquesgarrigue|ICFP|2024,ICFP,2024,Jacques Garrigue,jacquesgarrigue,0.0,openalex_author_id,YELLOW,automatic_openalex_id
katsuhiroueno|ICFP|2024,ICFP,2024,Katsuhiro Ueno,katsuhiroueno,0.0,openalex_author_id,YELLOW,automatic_openalex_id
keshahietala|ICFP|2024,ICFP,2024,Kesha Hietala,keshahietala,0.0,openalex_author_id,YELLOW,automatic_openalex_id
lauramcastro|ICFP|2024,ICFP,2024,Laura M. Castro,lauramcastro,0.0,openalex_author_id,YELLOW,automatic_openalex_id
lindseykuper|ICFP|2024,ICFP,2024,Lindsey Kuper,lindseykuper,0.0,openalex_author_id,GREEN,automatic_openalex_id
michaelsperber|ICFP|2024,ICFP,2024,Michael Sperber,michaelsperber,0.0,openalex_author_id,GREEN,automatic_openalex_id
ryosukesato|ICFP|2024,ICFP,2024,Ryosuke Sato,ryosukesato,0.0,openalex_author_id,YELLOW,automatic_openalex_id
zoeparaskevopoulou|ICFP|2024,ICFP,2024,Zoe Paraskevopoulou,zoeparaskevopoulou,0.0,openalex_author_id,GREEN,automatic_openalex_id
andrzejfilinski|ICFP|2025,ICFP,2025,Andrzej Filinski,andrzejfilinski,0.0,openalex_author_id,YELLOW,automatic_openalex_id
anupamdas|ICFP|2025,ICFP,2025,Anupam Das,anupamdas,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
aurelebarriere|ICFP|2025,ICFP,2025,Aurèle Barrière,aurelebarriere,0.0,openalex_author_id,GREEN,automatic_openalex_id
christinetasson|ICFP|2025,ICFP,2025,Christine Tasson,christinetasson,0.0,openalex_author_id,YELLOW,automatic_openalex_id
damianomazza|ICFP|2025,ICFP,2025,Damiano Mazza,damianomazza,0.0,openalex_author_id,YELLOW,automatic_openalex_id
farzanehderakhshan|ICFP|2025,ICFP,2025,Farzaneh Derakhshan,farzanehderakhshan,0.0,openalex_author_id,YELLOW,automatic_openalex_id
fritzhenglein|ICFP|2025,ICFP,2025,Fritz Henglein,fritzhenglein,0.0,openalex_author_id,YELLOW,automatic_openalex_id
hiroshiunno|ICFP|2025,ICFP,2025,Hiroshi Unno,hiroshiunno,0.0,openalex_author_id,YELLOW,automatic_openalex_id
janhoffmann|ICFP|2025,ICFP,2025,Jan Hoffmann,janhoffmann,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
julesjacobs|ICFP|2025,ICFP,2025,Jules Jacobs,julesjacobs,0.0,openalex_author_id,GREEN,automatic_openalex_id
liamoconnor|ICFP|2025,ICFP,2025,Liam O'Connor,liamoconnor,0.0,openalex_author_id,YELLOW,automatic_openalex_id
sandrineblazy|ICFP|2025,ICFP,2025,Sandrine Blazy,sandrineblazy,0.0,openalex_author_id,YELLOW,automatic_openalex_id
williamebyrd|ICFP|2025,ICFP,2025,William E. Byrd,williamebyrd,0.0,openalex_author_id,YELLOW,automatic_openalex_id
yahuisong1|ICFP|2025,ICFP,2025,Yahui Song,yahuisong1,0.0,openalex_author_id,YELLOW,automatic_openalex_id
douglea|OOPSLA|2017,OOPSLA,2017,Doug Lea,douglea,0.0,openalex_author_id,GREEN,automatic_openalex_id
elisagonzalezboix|OOPSLA|2017,OOPSLA,2017,Elisa Gonzalez Boix,elisagonzalezboix,0.0,openalex_author_id,GREEN,automatic_openalex_id
gabrieldosreis|OOPSLA|2017,OOPSLA,2017,Gabriel Dos Reis,gabrieldosreis,0.0,openalex_author_id,YELLOW,automatic_openalex_id
heathermiller|OOPSLA|2017,OOPSLA,2017,Heather Miller,heathermiller,0.0,openalex_author_id,YELLOW,automatic_openalex_id
irenefinocchi|OOPSLA|2017,OOPSLA,2017,Irene Finocchi,irenefinocchi,0.0,openalex_author_id,GREEN,automatic_openalex_id
jensdietrich|OOPSLA|2017,OOPSLA,2017,Jens Dietrich,jensdietrich,0.0,openalex_author_id,YELLOW,automatic_openalex_id
pengwu|OOPSLA|2017,OOPSLA,2017,Peng Wu,pengwu,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
colingordon|OOPSLA|2018,OOPSLA,2018,Colin Gordon,colingordon,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
maxschaefer|OOPSLA|2018,OOPSLA,2018,Max Schaefer,maxschaefer,0.0,openalex_author_id,YELLOW,automatic_openalex_id
ninanarodytska|OOPSLA|2018,OOPSLA,2018,Nina Narodytska,ninanarodytska,0.0,openalex_author_id,GREEN,automatic_openalex_id
ericvanwyk|OOPSLA|2019,OOPSLA,2019,Eric Van Wyk,ericvanwyk,0.0,openalex_author_id,YELLOW,automatic_openalex_id
nobukoyoshida|OOPSLA|2019,OOPSLA,2019,Nobuko Yoshida,nobukoyoshida,0.0,openalex_author_id,YELLOW,automatic_openalex_id
aritrasengupta|OOPSLA|2020,OOPSLA,2020,Aritra Sengupta,aritrasengupta,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
josesantos|OOPSLA|2020,OOPSLA,2020,José Fragoso Santos,josesantos,0.0,openalex_author_id,YELLOW,automatic_openalex_id
roberthirschfeld|OOPSLA|2020,OOPSLA,2020,Robert Hirschfeld,roberthirschfeld,0.0,openalex_author_id,YELLOW,automatic_openalex_id
andrewmyers|OOPSLA|2021,OOPSLA,2021,Andrew Myers,andrewmyers,0.0,openalex_author_id,YELLOW,automatic_openalex_id
aritrasengupta|OOPSLA|2021,OOPSLA,2021,Aritra Sengupta,aritrasengupta,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
cristalopes|OOPSLA|2021,OOPSLA,2021,Crista Lopes,cristalopes,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
erikaabraham|OOPSLA|2021,OOPSLA,2021,Erika Abraham,erikaabraham,0.0,openalex_author_id,YELLOW,automatic_openalex_id
justingottschlich|OOPSLA|2021,OOPSLA,2021,Justin Gottschlich,justingottschlich,0.0,openalex_author_id,YELLOW,automatic_openalex_id
mariekehuisman|OOPSLA|2021,OOPSLA,2021,Marieke Huisman,mariekehuisman,0.0,openalex_author_id,YELLOW,automatic_openalex_id
michaelcarbin|OOPSLA|2021,OOPSLA,2021,Michael Carbin,michaelcarbin,0.0,openalex_author_id,YELLOW,automatic_openalex_id
michaelbond|OOPSLA|2021,OOPSLA,2021,Michael D. Bond,michaelbond,0.0,openalex_author_id,YELLOW,automatic_openalex_id
weihangwang|OOPSLA|2021,OOPSLA,2021,Weihang Wang,weihangwang,0.0,openalex_author_id,YELLOW,automatic_openalex_id
christosdimoulas1|OOPSLA1|2022,OOPSLA1,2022,Christos Dimoulas,christosdimoulas1,0.0,openalex_author_id,GREEN,automatic_openalex_id
cristalopes|OOPSLA1|2022,OOPSLA1,2022,Crista Lopes,cristalopes,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
gailkaiser|OOPSLA1|2022,OOPSLA1,2022,Gail Kaiser,gailkaiser,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
gowthamkaki|OOPSLA1|2022,OOPSLA1,2022,Gowtham Kaki,gowthamkaki,0.0,openalex_author_id,YELLOW,automatic_openalex_id
hezhu|OOPSLA1|2022,OOPSLA1,2022,He Zhu,hezhu,0.0,openalex_author_id,YELLOW,automatic_openalex_id
kathrynsmckinley|OOPSLA1|2022,OOPSLA1,2022,Kathryn S McKinley,kathrynsmckinley,0.0,openalex_author_id,GREEN,automatic_openalex_id
kihongheo|OOPSLA1|2022,OOPSLA1,2022,Kihong Heo,kihongheo,0.0,openalex_author_id,GREEN,automatic_openalex_id
louisnoelpouchet|OOPSLA1|2022,OOPSLA1,2022,Louis-Noël Pouchet,louisnoelpouchet,0.0,openalex_author_id,GREEN,automatic_openalex_id
mandanavaziri|OOPSLA1|2022,OOPSLA1,2022,Mandana Vaziri,mandanavaziri,0.0,openalex_author_id,GREEN,automatic_openalex_id
milindkulkarni|OOPSLA1|2022,OOPSLA1,2022,Milind Kulkarni,milindkulkarni,0.0,openalex_author_id,YELLOW,automatic_openalex_id
nikivazou|OOPSLA1|2022,OOPSLA1,2022,Niki Vazou,nikivazou,0.0,openalex_author_id,YELLOW,automatic_openalex_id
patrickeugster|OOPSLA1|2022,OOPSLA1,2022,Patrick Eugster,patrickeugster,0.0,openalex_author_id,YELLOW,automatic_openalex_id
sophiadrossopoulou|OOPSLA1|2022,OOPSLA1,2022,Sophia Drossopoulou,sophiadrossopoulou,0.0,openalex_author_id,YELLOW,automatic_openalex_id
stefanmarr|OOPSLA1|2022,OOPSLA1,2022,Stefan Marr,stefanmarr,0.0,openalex_author_id,GREEN,automatic_openalex_id
stephenkell|OOPSLA1|2022,OOPSLA1,2022,Stephen Kell,stephenkell,0.0,openalex_author_id,GREEN,automatic_openalex_id
albertcohen|OOPSLA1|2023,OOPSLA1,2023,Albert Cohen,albertcohen,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
anamilanova|OOPSLA1|2023,OOPSLA1,2023,Ana Milanova,anamilanova,0.0,openalex_author_id,GREEN,automatic_openalex_id
andersmoller|OOPSLA1|2023,OOPSLA1,2023,Anders Møller,andersmoller,0.0,openalex_author_id,YELLOW,automatic_openalex_id
anithagollamudi|OOPSLA1|2023,OOPSLA1,2023,Anitha Gollamudi,anithagollamudi,0.0,openalex_author_id,GREEN,automatic_openalex_id
annettebieniusa|OOPSLA1|2023,OOPSLA1,2023,Annette Bieniusa,annettebieniusa,0.0,openalex_author_id,YELLOW,automatic_openalex_id
arjunguha|OOPSLA1|2023,OOPSLA1,2023,Arjun Guha,arjunguha,0.0,openalex_author_id,YELLOW,automatic_openalex_id
atsushiigarashi|OOPSLA1|2023,OOPSLA1,2023,Atsushi Igarashi,atsushiigarashi,0.0,openalex_author_id,YELLOW,automatic_openalex_id
bernardotoninho|OOPSLA1|2023,OOPSLA1,2023,Bernardo Toninho,bernardotoninho,0.0,openalex_author_id,YELLOW,automatic_openalex_id
brunooliveira|OOPSLA1|2023,OOPSLA1,2023,Bruno C. d. S. Oliveira,brunooliveira,0.0,openalex_author_id,YELLOW,automatic_openalex_id
charlessutton|OOPSLA1|2023,OOPSLA1,2023,Charles Sutton,charlessutton,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
cindyrubiogonzalez|OOPSLA1|2023,OOPSLA1,2023,Cindy Rubio-González,cindyrubiogonzalez,0.0,openalex_author_id,GREEN,automatic_openalex_id
conradwatt|OOPSLA1|2023,OOPSLA1,2023,Conrad Watt,conradwatt,0.0,openalex_author_id,YELLOW,automatic_openalex_id
dangrossman|OOPSLA1|2023,OOPSLA1,2023,Dan Grossman,dangrossman,0.0,openalex_author_id,YELLOW,automatic_openalex_id
dominiquedevriese|OOPSLA1|2023,OOPSLA1,2023,Dominique Devriese,dominiquedevriese,0.0,openalex_author_id,YELLOW,automatic_openalex_id
elisagonzalezboix|OOPSLA1|2023,OOPSLA1,2023,Elisa Gonzalez Boix,elisagonzalezboix,0.0,openalex_author_id,GREEN,automatic_openalex_id
gorelhedin|OOPSLA1|2023,OOPSLA1,2023,Gorel Hedin,gorelhedin,0.0,openalex_author_id,GREEN,automatic_openalex_id
gowthamkaki|OOPSLA1|2023,OOPSLA1,2023,Gowtham Kaki,gowthamkaki,0.0,openalex_author_id,YELLOW,automatic_openalex_id
guidosalvaneschi|OOPSLA1|2023,OOPSLA1,2023,Guido Salvaneschi,guidosalvaneschi,0.0,openalex_author_id,GREEN,automatic_openalex_id
hidehikomasuhara|OOPSLA1|2023,OOPSLA1,2023,Hidehiko Masuhara,hidehikomasuhara,0.0,openalex_author_id,GREEN,automatic_openalex_id
jamescheney|OOPSLA1|2023,OOPSLA1,2023,James Cheney,jamescheney,0.0,openalex_author_id,YELLOW,automatic_openalex_id
jamesnoble|OOPSLA1|2023,OOPSLA1,2023,James Noble,jamesnoble,0.0,openalex_author_id,YELLOW,automatic_openalex_id
janvitek|OOPSLA1|2023,OOPSLA1,2023,Jan Vitek,janvitek,0.0,openalex_author_id,YELLOW,automatic_openalex_id
jeremygibbons|OOPSLA1|2023,OOPSLA1,2023,Jeremy Gibbons,jeremygibbons,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
justinhsu|OOPSLA1|2023,OOPSLA1,2023,Justin Hsu,justinhsu,0.0,openalex_author_id,YELLOW,automatic_openalex_id
karimali|OOPSLA1|2023,OOPSLA1,2023,Karim Ali,karimali,0.0,openalex_author_id,YELLOW,automatic_openalex_id
manusridharan|OOPSLA1|2023,OOPSLA1,2023,Manu Sridharan,manusridharan,0.0,openalex_author_id,YELLOW,automatic_openalex_id
marksantolucito|OOPSLA1|2023,OOPSLA1,2023,Mark Santolucito,marksantolucito,0.0,openalex_author_id,GREEN,automatic_openalex_id
miramezini|OOPSLA1|2023,OOPSLA1,2023,Mira Mezini,miramezini,0.0,openalex_author_id,YELLOW,automatic_openalex_id
neelakantankrishnaswami|OOPSLA1|2023,OOPSLA1,2023,Neel Krishnaswami,neelakantankrishnaswami,0.0,openalex_author_id,GREEN,automatic_openalex_id
pascalweisenburger|OOPSLA1|2023,OOPSLA1,2023,Pascal Weisenburger,pascalweisenburger,0.0,openalex_author_id,YELLOW,automatic_openalex_id
pavelchuprikov|OOPSLA1|2023,OOPSLA1,2023,Pavel Chuprikov,pavelchuprikov,0.0,openalex_author_id,GREEN,automatic_openalex_id
philipphaller|OOPSLA1|2023,OOPSLA1,2023,Philipp Haller,philipphaller,0.0,openalex_author_id,YELLOW,automatic_openalex_id
phitchayamangpophothilimthana|OOPSLA1|2023,OOPSLA1,2023,Phitchaya Mangpo Phothilimthana,phitchayamangpophothilimthana,0.0,openalex_author_id,GREEN,automatic_openalex_id
ragnarmogk|OOPSLA1|2023,OOPSLA1,2023,Ragnar Mogk,ragnarmogk,0.0,openalex_author_id,YELLOW,automatic_openalex_id
rosstate|OOPSLA1|2023,OOPSLA1,2023,Ross Tate,rosstate,0.0,openalex_author_id,GREEN,automatic_openalex_id
sarahnadi|OOPSLA1|2023,OOPSLA1,2023,Sarah Nadi,sarahnadi,0.0,openalex_author_id,YELLOW,automatic_openalex_id
sophiadrossopoulou|OOPSLA1|2023,OOPSLA1,2023,Sophia Drossopoulou,sophiadrossopoulou,0.0,openalex_author_id,YELLOW,automatic_openalex_id
sukyoungryu|OOPSLA1|2023,OOPSLA1,2023,Sukyoung Ryu,sukyoungryu,0.0,openalex_author_id,YELLOW,automatic_openalex_id
wolfgangdemeuter|OOPSLA1|2023,OOPSLA1,2023,Wolfgang De Meuter,wolfgangdemeuter,0.0,openalex_author_id,GREEN,automatic_openalex_id
alexanderjsummers|OOPSLA1|2024,OOPSLA1,2024,Alexander J. Summers,alexanderjsummers,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
alexandrabugariu|OOPSLA1|2024,OOPSLA1,2024,Alexandra Bugariu,alexandrabugariu,0.0,openalex_author_id,GREEN,automatic_openalex_id
anithagollamudi|OOPSLA1|2024,OOPSLA1,2024,Anitha Gollamudi,anithagollamudi,0.0,openalex_author_id,GREEN,automatic_openalex_id
benltitzer|OOPSLA1|2024,OOPSLA1,2024,Ben L. Titzer,benltitzer,0.0,openalex_author_id,YELLOW,automatic_openalex_id
burcukulahciogluozkan|OOPSLA1|2024,OOPSLA1,2024,Burcu Kulahcioglu Ozkan,burcukulahciogluozkan,0.0,openalex_author_id,GREEN,automatic_openalex_id
casperbach|OOPSLA1|2024,OOPSLA1,2024,Casper Bach,casperbach,0.0,manual_accepted_name,RED,manual_accepted_cited_author_name
cezaradragoi|OOPSLA1|2024,OOPSLA1,2024,Cezara Drăgoi,cezaradragoi,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
cyrusomar|OOPSLA1|2024,OOPSLA1,2024,Cyrus Omar,cyrusomar,0.0,openalex_author_id,GREEN,automatic_openalex_id
damienzufferey|OOPSLA1|2024,OOPSLA1,2024,Damien Zufferey,damienzufferey,0.0,openalex_author_id,YELLOW,automatic_openalex_id
emmasoderberg|OOPSLA1|2024,OOPSLA1,2024,Emma Söderberg,emmasoderberg,0.0,openalex_author_id,YELLOW,automatic_openalex_id
emmatosch|OOPSLA1|2024,OOPSLA1,2024,Emma Tosch,emmatosch,0.0,openalex_author_id,GREEN,automatic_openalex_id
filipniksic|OOPSLA1|2024,OOPSLA1,2024,Filip Niksic,filipniksic,0.0,openalex_author_id,YELLOW,automatic_openalex_id
jiasishen|OOPSLA1|2024,OOPSLA1,2024,Jiasi Shen,jiasishen,0.0,openalex_author_id,YELLOW,automatic_openalex_id
jonathanbell|OOPSLA1|2024,OOPSLA1,2024,Jonathan Bell,jonathanbell,0.0,openalex_author_id,YELLOW,automatic_openalex_id
julianafranco|OOPSLA1|2024,OOPSLA1,2024,Juliana Franco,julianafranco,0.0,openalex_author_id,YELLOW,automatic_openalex_id
kcsivaramakrishnan|OOPSLA1|2024,OOPSLA1,2024,KC Sivaramakrishnan,kcsivaramakrishnan,0.0,openalex_author_id,GREEN,automatic_openalex_id
karineevenmendoza|OOPSLA1|2024,OOPSLA1,2024,Karine Even-Mendoza,karineevenmendoza,0.0,openalex_author_id,YELLOW,automatic_openalex_id
kenjimaillard|OOPSLA1|2024,OOPSLA1,2024,Kenji Maillard,kenjimaillard,0.0,openalex_author_id,GREEN,automatic_openalex_id
liyili1|OOPSLA1|2024,OOPSLA1,2024,Liyi Li,liyili1,0.0,openalex_author_id,YELLOW,automatic_openalex_id
maxschaefer|OOPSLA1|2024,OOPSLA1,2024,Max Schaefer,maxschaefer,0.0,openalex_author_id,YELLOW,automatic_openalex_id
michaelcoblenz|OOPSLA1|2024,OOPSLA1,2024,Michael Coblenz,michaelcoblenz,0.0,openalex_author_id,GREEN,automatic_openalex_id
orilahav|OOPSLA1|2024,OOPSLA1,2024,Ori Lahav,orilahav,0.0,openalex_author_id,YELLOW,automatic_openalex_id
owolabilegunsen|OOPSLA1|2024,OOPSLA1,2024,Owolabi Legunsen,owolabilegunsen,0.0,openalex_author_id,GREEN,automatic_openalex_id
pamelazave|OOPSLA1|2024,OOPSLA1,2024,Pamela Zave,pamelazave,0.0,openalex_author_id,GREEN,automatic_openalex_id
santoshpande1|OOPSLA1|2024,OOPSLA1,2024,Santosh Pande,santoshpande1,0.0,openalex_author_id,YELLOW,automatic_openalex_id
seantreichler|OOPSLA1|2024,OOPSLA1,2024,Sean Treichler,seantreichler,0.0,openalex_author_id,GREEN,automatic_openalex_id
sebastianhack|OOPSLA1|2024,OOPSLA1,2024,Sebastian Hack,sebastianhack,0.0,openalex_author_id,YELLOW,automatic_openalex_id
shacharitzhaky|OOPSLA1|2024,OOPSLA1,2024,Shachar Itzhaky,shacharitzhaky,0.0,openalex_author_id,YELLOW,automatic_openalex_id
shengchen1|OOPSLA1|2024,OOPSLA1,2024,Sheng Chen,shengchen1,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
shigeruchiba|OOPSLA1|2024,OOPSLA1,2024,Shigeru Chiba,shigeruchiba,0.0,openalex_author_id,YELLOW,automatic_openalex_id
sreepathipai|OOPSLA1|2024,OOPSLA1,2024,Sreepathi Pai,sreepathipai,0.0,openalex_author_id,GREEN,automatic_openalex_id
stefanbrunthaler|OOPSLA1|2024,OOPSLA1,2024,Stefan Brunthaler,stefanbrunthaler,0.0,openalex_author_id,GREEN,automatic_openalex_id
swarnendubiswas|OOPSLA1|2024,OOPSLA1,2024,Swarnendu Biswas,swarnendubiswas,0.0,openalex_author_id,YELLOW,automatic_openalex_id
tamasszabo1|OOPSLA1|2024,OOPSLA1,2024,Tamás Szabó,tamasszabo1,0.0,openalex_author_id,YELLOW,automatic_openalex_id
tobiasgrosser|OOPSLA1|2024,OOPSLA1,2024,Tobias Grosser,tobiasgrosser,0.0,openalex_author_id,YELLOW,automatic_openalex_id
walterbinder|OOPSLA1|2024,OOPSLA1,2024,Walter Binder,walterbinder,0.0,openalex_author_id,YELLOW,automatic_openalex_id
weizhang|OOPSLA1|2024,OOPSLA1,2024,Wei Zhang,weizhang,0.0,ambiguous_name_match,RED,ambiguous_openalex_ids
xiaokangqiu|OOPSLA1|2024,OOPSLA1,2024,Xiaokang Qiu,xiaokangqiu,0.0,openalex_author_id,YELLOW,automatic_openalex_id
youyoucong|OOPSLA1|2024,OOPSLA1,2024,Youyou Cong,youyoucong,0.0,openalex_author_id,GREEN,automatic_openalex_id
yudavidliu|OOPSLA1|2024,OOPSLA1,2024,Yu David Liu,yudavidliu,0.0,openalex_author_id,GREEN,automatic_openalex_id
baberrehman|OOPSLA1|2025,OOPSLA1,2025,Baber Rehman,baberrehman,0.0,openalex_author_id,GREEN,automatic_openalex_id
bengreenman|OOPSLA1|2025,OOPSLA1,2025,Ben Greenman,bengreenman,0.0,openalex_author_id,YELLOW,automatic_openalex_id
benjaminchung|OOPSLA1|2025,OOPSLA1,2025,Benjamin Chung,benjaminchung,0.0,openalex_author_id,YELLOW,automatic_openalex_id
calebstanford|OOPSLA1|2025,OOPSLA1,2025,Caleb Stanford,calebstanford,0.0,openalex_author_id,GREEN,automatic_openalex_id
carolinelemieux|OOPSLA1|2025,OOPSLA1,2025,Caroline Lemieux,carolinelemieux,0.0,openalex_author_id,YELLOW,automatic_openalex_id
charliemurphy1|OOPSLA1|2025,OOPSLA1,2025,Charlie Murphy,charliemurphy1,0.0,openalex_author_id,YELLOW,automatic_openalex_id
chrismartens|OOPSLA1|2025,OOPSLA1,2025,Chris Martens,chrismartens,0.0,openalex_author_id,YELLOW,automatic_openalex_id
